"學名 Scientific Name","Common Name","中文名稱","Phylum","門","Class","綱","Order","目","Family","科","Checklist","名錄"
"Calidris melanotos","Pectoral Sandpiper","斑胸濱鷸","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Scolopacidae","鷸科","Birds","鳥類"
"Limnodromus semipalmatus","Asian Dowitcher","半蹼鷸","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Scolopacidae","鷸科","Birds","鳥類"
"Limnodromus scolopaceus","Long-billed Dowitcher","長嘴鷸","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Scolopacidae","鷸科","Birds","鳥類"
"Scolopax rusticola","Eurasian Woodcock","丘鷸","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Scolopacidae","鷸科","Birds","鳥類"
"Gallinago stenura","Pintail Snipe","針尾沙錐","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Scolopacidae","鷸科","Birds","鳥類"
"Gallinago megala","Swinhoe's Snipe","大沙錐","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Scolopacidae","鷸科","Birds","鳥類"
"Gallinago gallinago","Common Snipe","扇尾沙錐","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Scolopacidae","鷸科","Birds","鳥類"
"Xenus cinereus","Terek Sandpiper","翹嘴鷸","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Scolopacidae","鷸科","Birds","鳥類"
"Phalaropus lobatus","Red-necked Phalarope","紅頸瓣蹼鷸","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Scolopacidae","鷸科","Birds","鳥類"
"Phalaropus fulicarius","Red Phalarope","灰瓣蹼鷸","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Scolopacidae","鷸科","Birds","鳥類"
"Actitis hypoleucos","Common Sandpiper","磯鷸","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Scolopacidae","鷸科","Birds","鳥類"
"Tringa ochropus","Green Sandpiper","白腰草鷸","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Scolopacidae","鷸科","Birds","鳥類"
"Tringa brevipes","Grey-tailed Tattler","灰尾漂鷸","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Scolopacidae","鷸科","Birds","鳥類"
"Tringa flavipes","Lesser Yellowlegs","小黃腳鷸","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Scolopacidae","鷸科","Birds","鳥類"
"Tringa totanus","Common Redshank","紅腳鷸","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Scolopacidae","鷸科","Birds","鳥類"
"Tringa stagnatilis","Marsh Sandpiper","澤鷸","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Scolopacidae","鷸科","Birds","鳥類"
"Tringa glareola","Wood Sandpiper","林鷸","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Scolopacidae","鷸科","Birds","鳥類"
"Tringa erythropus","Spotted Redshank","鶴鷸","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Scolopacidae","鷸科","Birds","鳥類"
"Tringa nebularia","Common Greenshank","青腳鷸","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Scolopacidae","鷸科","Birds","鳥類"
"Tringa guttifer","Nordmann's Greenshank","小青腳鷸","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Scolopacidae","鷸科","Birds","鳥類"
"Glareola maldivarum","Oriental Pratincole","普通燕鴴","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Glareolidae","燕鴴科","Birds","鳥類"
"Glareola lactea","Small Pratincole","灰燕鴴","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Glareolidae","燕鴴科","Birds","鳥類"
"Anous stolidus","Brown Noddy","白頂玄鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Anous minutus","Black Noddy","玄燕鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Rissa tridactyla","Black-legged Kittiwake","三趾鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Chroicocephalus genei","Slender-billed Gull","細嘴鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Chroicocephalus brunnicephalus","Brown-headed Gull","棕頭鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Chroicocephalus ridibundus","Black-headed Gull","紅嘴鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Chroicocephalus saundersi","Saunders's Gull","黑嘴鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Hydrocoloeus minutus","Little Gull","小鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Leucophaeus pipixcan","Franklin's Gull","弗氏鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Ichthyaetus relictus","Relict Gull","遺鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Ichthyaetus ichthyaetus","Pallas's Gull","漁鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Larus crassirostris","Black-tailed Gull","黑尾鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Larus canus","Mew Gull","海鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Larus glaucescens","Glaucous-winged Gull","灰翅鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Larus hyperboreus","Glaucous Gull","北極鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Larus vegae","Vega Gull","織女銀鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Larus schistisagus","Slaty-backed Gull","灰背鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Larus fuscus","Lesser Black-backed Gull","烏灰銀鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Gelochelidon nilotica","Gull-billed Tern","鷗嘴噪鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Hydroprogne caspia","Caspian Tern","紅嘴巨鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Thalasseus bergii","Greater Crested Tern","大鳳頭燕鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Sternula albifrons","Little Tern","白額燕鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Onychoprion aleuticus","Aleutian Tern","白腰燕鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Onychoprion anaethetus","Bridled Tern","褐翅燕鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Onychoprion fuscatus","Sooty Tern","烏燕鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Sterna dougallii","Roseate Tern","粉紅燕鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Sterna sumatrana","Black-naped Tern","黑枕燕鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Sterna hirundo","Common Tern","普通燕鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Chlidonias hybrida","Whiskered Tern","鬚浮鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Chlidonias leucopterus","White-winged Tern","白翅浮鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Laridae","鷗科","Birds","鳥類"
"Stercorarius pomarinus","Pomarine Jaeger","中賊鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Stercorariidae","賊鷗科","Birds","鳥類"
"Stercorarius parasiticus","Parasitic Jaeger","短尾賊鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Stercorariidae","賊鷗科","Birds","鳥類"
"Stercorarius longicaudus","Long-tailed Jaeger","長尾賊鷗","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Stercorariidae","賊鷗科","Birds","鳥類"
"Synthliboramphus antiquus","Ancient Murrelet","扁嘴海雀","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Alcidae","海雀科","Birds","鳥類"
"Synthliboramphus wumizusume","Japanese Murrelet","冠海雀","Chordata","脊索動物門","Aves","鳥綱","Charadriiformes","鴴形目","Alcidae","海雀科","Birds","鳥類"
"Phaethon lepturus","White-tailed Tropicbird","白尾鸏","Chordata","脊索動物門","Aves","鳥綱","Phaethontiformes","鸏形目","Phaethontidae","鸏科","Birds","鳥類"
"Gavia stellata","Red-throated Loon","紅喉潛鳥","Chordata","脊索動物門","Aves","鳥綱","Gaviiformes","潛鳥目","Gaviidae","潛鳥科","Birds","鳥類"
"Gavia pacifica","Pacific Loon","太平洋潛鳥","Chordata","脊索動物門","Aves","鳥綱","Gaviiformes","潛鳥目","Gaviidae","潛鳥科","Birds","鳥類"
"Gavia adamsii","Yellow-billed Loon","黃嘴潛鳥","Chordata","脊索動物門","Aves","鳥綱","Gaviiformes","潛鳥目","Gaviidae","潛鳥科","Birds","鳥類"
"Calonectris leucomelas","Streaked Shearwater","白額鸌","Chordata","脊索動物門","Aves","鳥綱","Procellariiformes","鸌形目","Procellariidae","鸌科","Birds","鳥類"
"Ardenna pacificus","Wedge-tailed Shearwater","楔尾鸌","Chordata","脊索動物門","Aves","鳥綱","Procellariiformes","鸌形目","Procellariidae","鸌科","Birds","鳥類"
"Ardenna tenuirostris","Short-tailed Shearwater","短尾鸌","Chordata","脊索動物門","Aves","鳥綱","Procellariiformes","鸌形目","Procellariidae","鸌科","Birds","鳥類"
"Bulweria bulwerii","Bulwer's Petrel","褐燕鸌","Chordata","脊索動物門","Aves","鳥綱","Procellariiformes","鸌形目","Procellariidae","鸌科","Birds","鳥類"
"Ciconia nigra","Black Stork","黑鸛","Chordata","脊索動物門","Aves","鳥綱","Ciconiiformes","鸛形目","Ciconiidae","鸛科","Birds","鳥類"
"Ciconia boyciana","Oriental Stork","東方白鸛","Chordata","脊索動物門","Aves","鳥綱","Ciconiiformes","鸛形目","Ciconiidae","鸛科","Birds","鳥類"
"Fregata andrewsi","Christmas Frigatebird","白腹軍艦鳥","Chordata","脊索動物門","Aves","鳥綱","Suliformes","鰹鳥目","Fregatidae","軍艦鳥科","Birds","鳥類"
"Fregata minor","Great Frigatebird","黑腹軍艦鳥","Chordata","脊索動物門","Aves","鳥綱","Suliformes","鰹鳥目","Fregatidae","軍艦鳥科","Birds","鳥類"
"Fregata ariel","Lesser Frigatebird","白斑軍艦鳥","Chordata","脊索動物門","Aves","鳥綱","Suliformes","鰹鳥目","Fregatidae","軍艦鳥科","Birds","鳥類"
"Sula dactylatra","Masked Booby","藍臉鰹鳥","Chordata","脊索動物門","Aves","鳥綱","Suliformes","鰹鳥目","Sulidae","鰹鳥科","Birds","鳥類"
"Sula sula","Red-footed Booby","紅腳鰹鳥","Chordata","脊索動物門","Aves","鳥綱","Suliformes","鰹鳥目","Sulidae","鰹鳥科","Birds","鳥類"
"Sula leucogaster","Brown Booby","褐鰹鳥","Chordata","脊索動物門","Aves","鳥綱","Suliformes","鰹鳥目","Sulidae","鰹鳥科","Birds","鳥類"
"Phalacrocorax carbo","Great Cormorant","普通鸕鷀","Chordata","脊索動物門","Aves","鳥綱","Suliformes","鰹鳥目","Phalacrocoracidae","鸕鷀科","Birds","鳥類"
"Phalacrocorax capillatus","Japanese Cormorant","綠背鸕鷀","Chordata","脊索動物門","Aves","鳥綱","Suliformes","鰹鳥目","Phalacrocoracidae","鸕鷀科","Birds","鳥類"
"Threskiornis melanocephalus","Black-headed Ibis","黑頭白䴉","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Threskiornithidae","䴉科","Birds","鳥類"
"Plegadis falcinellus","Glossy Ibis","彩䴉","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Threskiornithidae","䴉科","Birds","鳥類"
"Platalea leucorodia","Eurasian Spoonbill","白琵鷺","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Threskiornithidae","䴉科","Birds","鳥類"
"Platalea minor","Black-faced Spoonbill","黑臉琵鷺","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Threskiornithidae","䴉科","Birds","鳥類"
"Botaurus stellaris","Eurasian Bittern","大麻鳽","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Birds","鳥類"
"Ixobrychus sinensis","Yellow Bittern","黃葦鳽","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Birds","鳥類"
"Ixobrychus eurhythmus","Von Schrenck's Bittern","紫背葦鳽","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Birds","鳥類"
"Ixobrychus cinnamomeus","Cinnamon Bittern","栗葦鳽","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Birds","鳥類"
"Ixobrychus flavicollis","Black Bittern","黑鳽","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Birds","鳥類"
"Gorsachius goisagi","Japanese Night Heron","栗鳽","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Birds","鳥類"
"Gorsachius melanolophus","Malayan Night Heron","黑冠鳽","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Birds","鳥類"
"Nycticorax nycticorax","Black-crowned Night Heron","夜鷺","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Birds","鳥類"
"Butorides striata","Striated Heron","綠鷺","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Birds","鳥類"
"Ardeola bacchus","Chinese Pond Heron","池鷺","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Birds","鳥類"
"Bubulcus coromandus","Eastern Cattle Egret","牛背鷺","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Birds","鳥類"
"Ardea cinerea","Grey Heron","蒼鷺","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Birds","鳥類"
"Ardea purpurea","Purple Heron","草鷺","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Birds","鳥類"
"Ardea alba","Great Egret","大白鷺","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Birds","鳥類"
"Ardea intermedia","Intermediate Egret","中白鷺","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Birds","鳥類"
"Egretta garzetta","Little Egret","小白鷺","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Birds","鳥類"
"Egretta sacra","Pacific Reef Heron","岩鷺","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Birds","鳥類"
"Egretta eulophotes","Chinese Egret","黃嘴白鷺","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Birds","鳥類"
"Pelecanus crispus","Dalmatian Pelican","卷羽鵜鶘","Chordata","脊索動物門","Aves","鳥綱","Pelecaniformes","鵜形目","Pelecanidae","鵜鶘科","Birds","鳥類"
"Pandion haliaetus","Western Osprey","鶚","Chordata","脊索動物門","Aves","鳥綱","Accipitriformes","鷹形目","Pandionidae","鶚科","Birds","鳥類"
"Elanus caeruleus","Black-winged Kite","黑翅鳶","Chordata","脊索動物門","Aves","鳥綱","Accipitriformes","鷹形目","Accipitridae","鷹科","Birds","鳥類"
"Pernis ptilorhynchus","Crested Honey Buzzard","鳳頭蜂鷹","Chordata","脊索動物門","Aves","鳥綱","Accipitriformes","鷹形目","Accipitridae","鷹科","Birds","鳥類"
"Aviceda leuphotes","Black Baza","黑冠鵑隼","Chordata","脊索動物門","Aves","鳥綱","Accipitriformes","鷹形目","Accipitridae","鷹科","Birds","鳥類"
"Aegypius monachus","Cinereous Vulture","禿鷲","Chordata","脊索動物門","Aves","鳥綱","Accipitriformes","鷹形目","Accipitridae","鷹科","Birds","鳥類"
"Spilornis cheela","Crested Serpent Eagle","蛇鵰","Chordata","脊索動物門","Aves","鳥綱","Accipitriformes","鷹形目","Accipitridae","鷹科","Birds","鳥類"
"Nisaetus nipalensis","Mountain Hawk-Eagle","鷹鵰","Chordata","脊索動物門","Aves","鳥綱","Accipitriformes","鷹形目","Accipitridae","鷹科","Birds","鳥類"
"Clanga clanga","Greater Spotted Eagle","烏鵰","Chordata","脊索動物門","Aves","鳥綱","Accipitriformes","鷹形目","Accipitridae","鷹科","Birds","鳥類"
"Aquila nipalensis","Steppe Eagle","草原鵰","Chordata","脊索動物門","Aves","鳥綱","Accipitriformes","鷹形目","Accipitridae","鷹科","Birds","鳥類"
"Aquila heliaca","Eastern Imperial Eagle","白肩鵰","Chordata","脊索動物門","Aves","鳥綱","Accipitriformes","鷹形目","Accipitridae","鷹科","Birds","鳥類"
"Aquila fasciata","Bonelli's Eagle","白腹隼鵰","Chordata","脊索動物門","Aves","鳥綱","Accipitriformes","鷹形目","Accipitridae","鷹科","Birds","鳥類"
