"學名 Scientific Name","Common Name","中文名稱","Phylum","門","Class","綱","Order","目","Family","科","Checklist","名錄"
"Monticola rufiventris","Chestnut-bellied Rock Thrush","栗腹磯鶇","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Muscicapidae","鶲科","Birds","鳥類"
"Monticola gularis","White-throated Rock Thrush","白喉磯鶇","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Muscicapidae","鶲科","Birds","鳥類"
"Saxicola stejnegeri","Stejneger's Stonechat","黑喉石䳭","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Muscicapidae","鶲科","Birds","鳥類"
"Saxicola ferreus","Grey Bush Chat","灰林䳭","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Muscicapidae","鶲科","Birds","鳥類"
"Oenanthe pleschanka","Pied Wheatear","白頂䳭","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Muscicapidae","鶲科","Birds","鳥類"
"Chloropsis hardwickii","Orange-bellied Leafbird","橙腹葉鵯","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Chloropseidae","葉鵯科","Birds","鳥類"
"Dicaeum minullum","Plain Flowerpecker","純色啄花鳥","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Dicaeidae","啄花鳥科","Birds","鳥類"
"Dicaeum ignipectus","Fire-breasted Flowerpecker","紅胸啄花鳥","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Dicaeidae","啄花鳥科","Birds","鳥類"
"Dicaeum cruentatum","Scarlet-backed Flowerpecker","朱背啄花鳥","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Dicaeidae","啄花鳥科","Birds","鳥類"
"Cinnyris jugularis","Olive-backed Sunbird","黃腹花蜜鳥","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Nectariniidae","花蜜鳥科","Birds","鳥類"
"Aethopyga gouldiae","Mrs. Gould's Sunbird","藍喉太陽鳥","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Nectariniidae","花蜜鳥科","Birds","鳥類"
"Aethopyga christinae","Fork-tailed Sunbird","叉尾太陽鳥","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Nectariniidae","花蜜鳥科","Birds","鳥類"
"Passer domesticus","House Sparrow","家麻雀","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Passeridae","麻雀科","Birds","鳥類"
"Passer cinnamomeus","Russet Sparrow","山麻雀","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Passeridae","麻雀科","Birds","鳥類"
"Passer montanus","Eurasian Tree Sparrow","樹麻雀","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Passeridae","麻雀科","Birds","鳥類"
"Ploceus philippinus","Baya Weaver","黃胸織雀","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Ploceidae","雀科","Birds","鳥類"
"Lonchura striata","White-rumped Munia","白腰文鳥","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Estrildidae","梅花雀科","Birds","鳥類"
"Lonchura punctulata","Scaly-breasted Munia","斑文鳥","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Estrildidae","梅花雀科","Birds","鳥類"
"Lonchura atricapilla","Chestnut Munia","栗腹文鳥","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Estrildidae","梅花雀科","Birds","鳥類"
"Dendronanthus indicus","Forest Wagtail","山鶺鴒","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Motacillidae","鶺鴒科","Birds","鳥類"
"Motacilla flava","Western Yellow Wagtail","西黃鶺鴒","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Motacillidae","鶺鴒科","Birds","鳥類"
"Motacilla tschutschensis","Eastern Yellow Wagtail","東黃鶺鴒","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Motacillidae","鶺鴒科","Birds","鳥類"
"Motacilla citreola","Citrine Wagtail","黃頭鶺鴒","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Motacillidae","鶺鴒科","Birds","鳥類"
"Motacilla cinerea","Grey Wagtail","灰鶺鴒","Chordata","脊索動物門","Aves","鳥綱","Passeriformes","雀形目","Motacillidae","鶺鴒科","Birds","鳥類"
